A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,AT,AU,AV,AW,AX,AY,AZ,BA,BB,BC,BD,BE,BF,BG,BH,BI,BJ,BK,BL,BM,BN,BO,BP,BQ,BR,BS,BT,BU,BV,BW,BY,BZ,CA,CB,CC,target
2bcbfb15,500years,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,,,500years,0,
1850322c,rinki,8,0,,,rinki,16.31902755,50.5,59.2,23,68,88,106,,,,,rinki,0,0,,,,,0,0,7.5,0,7,0,12,1,rinki,,,,,,,,,,,,,,,,,,,rinki,2.35,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
cad3bc70,rinki,12,0,500years,75,chotu,25.87140309,58,123.8,,70,75,124,,,,,17cm,,,,,,,,,,,,,,,500years,3,4.44228,25.8742,1313.52,2232.98,22.7533,82.1698,17.1735,8.70071,41.6302,2,39.0562,20.3603,77.7276,39.9041,61.8096,,,,,chotu,4,4,4,3,5,0,1,2,1,1,5,0,4,0,4,4,4,4,3,0,chotu,46,64,rinki,3,2
5ee595e8,rinki,8,0,chotu,50,chotu,18.56981132,53,74.2,,59,84,110,chotu,6,9,53,chotu,9,1,,,,,1,0,8.25,1,4.25,0,6,1,chotu,2,3.41293,18.5718,1070.41,1712.65,13.0249,56.2754,14.0854,4.48642,17.9246,2,28.3391,14.9115,52.8625,24.2075,41.364,,,chotu,2.24,rinki,4,0,0,0,0,0,0,0,1,1,0,0,3,0,5,5,5,5,0,0,rinki,60,82,chotu,0,0
68572a28,rinki,5,1,,,rinki,16.49081878,39.5,36.6,21,53,91,101,,,,,rinki,0,0,,,,,2,0,13,1,13,1,12,1,,,,,,,,,,,,,,,,,,,,,,chotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,rinki,0,0
31d7a136,500years,9,1,,,500years,15.57400549,54,64.6,23,58,79,109,,,,,500years,0,0,,,,,1,0,21,1,21,1,8,1,500years,2,3.53555,15.5757,1058.95,1694.32,12.6114,55.055,13.2743,2.30139,9.545,1,27.8248,14.6188,51.5194,24.0428,40.4362,,,,,500years,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,500years,29,42,500years,0,0
d3a393cc,chotu,14,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3,
24dac645,rinki,9,1,chotu,50,rinki,18.7628162,56.5,85.2,,69,93,110,rinki,4,5,41,rinki,7,1,,,,,0,0,4.5,0,4.5,0,8,1,chotu,4,7.37379,18.7649,1120.46,2128.87,18.8371,61.6065,13.5685,5.19635,23.5935,2,25.7734,16.9961,54.2327,25.1305,44.6104,,,rinki,2.4,rinki,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,rinki,46,64,rinki,0,0
0632d98a,chotu,11,0,500years,70,chotu,,,0,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.86,chotu,0,0,1,1,2,1,0,0,1,1,2,0,1,1,1,1,1,1,1,1,chotu,33,47,chotu,0,0
1894884e,500years,9,1,17cm,90,500years,15.57057851,55,67,,63,85,100,500years,6,10,1,500years,4,0,,,,,0,0,7,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,500years,1.1,500years,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,500years,34,49,500years,0,0
c4fde231,500years,14,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,0,
668a2fea,17cm,9,0,rinki,80,rinki,18.2118284,49,62.2,,67,82,102,rinki,6,10,55,rinki,14,1,,,,,6,1,10,1,8,1,11,1,rinki,1,3.68774,18.2138,1014.17,1318.42,12.1578,50.2853,14.7249,3.48894,11.9147,1,27.8237,10.3038,46.5976,23.1035,39.9815,,,rinki,2.6,17cm,2,1,2,2,0,0,0,0,1,1,0,0,2,0,1,1,3,1,1,1,17cm,33,47,17cm,2,0
c2766708,rinki,15,1,,,rinki,20.98025712,66,130,31,76,75,122,,,,,chotu,16,0,55,2,56,2,3,0,19,1,19.5,1,12,1,,,,,,,,,,,,,,,,,,rinki,2.421,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2,
a886c07b,chotu,10,1,,,500years,13.8380943,50.5,50.2,,76,102,130,500years,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2.9,chotu,4,4,4,0,5,2,0,3,1,4,3,0,2,4,3,4,5,3,5,2,chotu,56,77,chotu,1,2
f9ca9ff6,rinki,11,1,,,chotu,16.31964286,56,72.8,25,64,79,116,,,,,chotu,30,1,13,2,15.9,2,20,1,19,1,19,1,12,1,chotu,,,,,,,,,,,,,,,,,,,chotu,4.16,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1,
0506b9cd,chotu,13,0,,,chotu,27.99175094,61.5,150.6,36,62,75,119,,,,,chotu,4,0,28.6,2,28,2,4,0,8,1,8,1,12,1,chotu,,,,,,,,,,,,,,,,,,,500years,2.52,500years,1,2,5,1,5,0,0,5,2,0,5,0,0,1,1,0,5,1,5,1,500years,56,77,chotu,3,1
b9d12f8d,chotu,8,1,,,chotu,14.95243464,48,49,22,68,86,104,,,,,,,,,,,,,,,,,,,,chotu,3,2.40581,14.9526,954.769,1527.63,10.6959,43.9584,13.4141,1.53846,5.04159,3,21.7048,11.5578,41.5526,21.4997,32.4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de742c5c,500years,15,1,rinki,65,500years,25.28962092,63.75,146.2,,57,82,116,,,,,500years,35,1,25.7,2,22.2,2,13,1,14,1,15,1,12,1,500years,5,5.27508,25.2924,1439.97,3167.94,33.8381,95.6392,16.5454,8.74695,50.5608,2,37.8282,23.973,90.3641,45.8254,71.6662,rinki,2.91,,,rinki,5,4,5,2,5,5,4,4,4,4,5,1,3,4,3,4,4,5,3,4,rinki,33,47,500years,3,2
8432d14e,chotu,9,0,,,500years,,,,,,,,,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,1.21,,,,,,,,,,,,,,,,,,,,,,,,,chotu,1,
2cebc0d1,rinki,14,0,,,rinki,26.51759226,69.5,182.2,37,60,66,126,,,,,rinki,18,0,34,3,29.5,2,8,0,5,0,4.5,0,12,1,,,,,,,,,,,,,,,,,,,,rinki,2.39,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2,
a17f6cfd,17cm,14,1,500years,41,chotu,18.3927296,62.5,102.2,,65,84,105,,,,,chotu,0,0,14.8,1,15.3,1,2,0,4,0,5,0,11,1,chotu,2,2.1799,18.3947,1264.57,1896.86,25.9227,76.9568,13.8513,4.54346,25.2432,2,30.589,20.4451,74.7769,31.2393,56.5117,chotu,1.29,,,rinki,1,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,rinki,52,72,17cm,2,0
66ed301e,500years,10,0,rinki,72,17cm,15.80297521,55,68,,52,64,117,17cm,5,7,10,17cm,30,1,10.9,1,11.2,1,4,0,11,1,12,1,12,1,17cm,3,3.37,15.8047,1092.07,1856.52,15.1066,58.5826,13.6159,2.18881,9.41741,1,28.7526,14.7233,55.2126,22.7575,43.8593,,,500years,3.11,17cm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,34,49,500years,0,0
00abe655,17cm,11,0,500years,66,,,,,,,,,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1.1,rinki,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,rinki,42,59,17cm,0,0
9ac36dd2,500years,11,0,500years,,500years,29.47563946,61,156,40,83,63,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,0.88,,,,,,,,,,,,,,,,,,,,,,chotu,70,95,500years,,
10ad8c48,17cm,12,0,500years,60,chotu,21.71773314,60.05,111.4,,96,99,161,,,,,500years,,,,,,,,,,,,,,,500years,3,4.75677,21.3982,1305.96,2220.13,22.8607,81.3647,15.6289,5.76931,30.0353,2,37.6113,20.8927,76.6079,35.9874,60.4719,,,rinki,1.46,chotu,5,4,4,3,4,4,2,4,3,3,4,2,3,4,4,2,5,3,4,3,chotu,45,63,17cm,3,2
415cf055,500years,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49909509,rinki,8,0,,,500years,19.52777778,60,100,,,,,500years,,,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
59d7a3a9,17cm,6,0,chotu,51,17cm,15.28084172,46.5,47,,68,79,112,17cm,,,,17cm,7,1,,,,,0,0,8,1,8,1,4.5,0,,,,,,,,,,,,,,,,,,,,,,rinki,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rinki,34,49,17cm,2,0
ee4fe168,chotu,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,,
edfe1f8d,rinki,14,1,chotu,45,chotu,19.41264802,63,109.6,,76,96,114,,,,,chotu,,,,,,,,,,,,,,,chotu,2,4.52613,19.4148,1259.26,1888.89,24.9952,76.391,13.5321,5.8827,33.209,2,29.7076,21.6883,71.8649,31.0508,54.7027,rinki,1.17,,,chotu,2,2,2,0,3,1,2,1,1,2,3,0,1,2,1,2,1,1,2,2,chotu,40,56,rinki,2,1
adbd6839,17cm,7,0,chotu,78,rinki,14.99323177,48.03,49.2,,85,107,108,rinki,6,10,30,rinki,5,1,,,,,2,0,4,0,4,0,7,1,chotu,1,6.49873,13.2993,2572.41,3344.13,67.3013,216.259,58.4569,-45.1576,-167.059,1,97.8114,51.1458,209.76,151.025,165.113,,,,,rinki,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rinki,29,42,17cm,2,0
e664dd71,chotu,7,1,17cm,65,500years,16.48501584,47,51.8,,61,91,123,500years,4,6,20,500years,2,1,,,,,0,0,8,0,10,1,7,1,500years,2,9.84685,16.4868,948.052,1422.08,10.9885,43.243,13.7633,2.72352,8.55704,2,20.939,11.3154,33.3961,18.1539,31.9275,,,,,500years,4,2,2,0,3,1,0,1,1,1,1,0,2,3,3,3,3,3,2,1,500years,32,46,chotu,0,1
6291fddd,rinki,15,0,rinki,75,,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,4,4,5,2,5,5,2,5,4,2,5,0,5,4,2,4,5,5,5,4,rinki,45,63,rinki,0,2
99b15811,500years,7,0,rinki,85,rinki,15.86947105,49,54.2,,40,58,70,,,,,chotu,,,,,,,,,,,,,,,500years,2,3.25634,15.8712,1021.38,1634.2,11.6037,51.0529,14.9496,0.921562,3.14712,1,30.5063,8.9429,47.7965,32.6361,42.11,,,,,17cm,0,0,3,0,2,0,0,2,0,0,0,0,0,0,,,3,0,0,0,17cm,42,59,500years,2,0
adba23f0,chotu,11,0,17cm,85,chotu,21.76725146,57,100.6,,63,74,104,chotu,6,10,4,chotu,13,1,16.1,2,17.4,2,12,1,10,1,8,1,8,0,chotu,3,3.93019,21.7696,1185.28,2014.97,16.8371,68.5107,14.8256,6.94406,32.0893,2,32.3986,19.275,64.5805,30.0951,49.2357,,,17cm,1.53,chotu,4,3,2,1,2,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,chotu,31,45,chotu,0,1
db3b1dd1,500years,8,0,17cm,65,500years,19.05191584,50.75,69.8,,65,71,105,,,,,500years,2,0,,,,,7,1,9.5,1,10,1,12,1,500years,3,3.53235,19.054,1097.4,1865.59,14.3663,59.1509,16.147,2.90699,10.6491,1,33.5725,11.2122,55.6186,37.7561,47.9387,,,500years,2.68,500years,5,5,3,0,3,1,0,0,0,2,3,0,0,1,1,1,1,1,1,1,500years,33,47,500years,1,0
6a837387,rinki,8,0,,,rinki,18.57943339,50.5,67.4,25,72,53,118,,,,,rinki,0,0,,,,,0,0,6,0,6,0,11,1,rinki,,,,,,,,,,,,,,,,,,,,,500years,4,2,4,0,1,0,0,2,0,1,0,0,0,0,1,2,2,2,2,1,500years,34,49,500years,0,0
331733c7,500years,16,1,rinki,71,500years,23.52189468,63,132.8,,69,103,131,,,,,500years,20,1,26,2,26.8,2,10,1,8,0,11,0,9,1,17cm,2,4.98644,23.5245,1373.02,2059.53,31.3579,88.5078,15.6785,7.84601,44.2922,2,34.7768,22.3732,83.5214,38.4174,66.1346,500years,1.9,,,500years,2,2,2,1,1,1,2,1,2,2,2,0,2,1,1,1,3,1,2,2,,,,500years,1,1
8c43b81e,chotu,9,0,500years,,500years,18.07051753,55.3,78.6,25,61,84,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,3.48,,,,,,,,,,,,,,,,,,,,,,500years,43,60,chotu,,
35fe98b3,rinki,6,0,,,rinki,19.4128565,47,61,27,63,88,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,3,
1d02812a,rinki,11,0,,,chotu,24.77491646,67,158.2,,70,95,106,chotu,5,7,5,chotu,9,0,28.3,2,29.9,2,2,0,13,1,13,1,12,1,500years,2,6.59027,24.7776,1666.88,2667.01,37.924,119.808,18.7645,6.0131,38.3924,3,51.7044,30.1792,113.217,54.6119,89.6284,,,rinki,2.07,chotu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,36,51,rinki,2,0
91db996a,500years,8,0,,,,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,2,
71269ce6,rinki,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13d23890,500years,12,0,,,17cm,21.42440204,61,113.4,,77,96,114,,,,,17cm,12,0,41.8,1,40.6,1,0,0,8,1,7.5,1,5,0,17cm,1,4.66994,21.4267,1329.63,1728.52,23.6158,83.8859,15.8501,5.57664,29.5141,2,38.9797,21.2903,79.216,39.1613,62.5956,,,,,17cm,2,2,3,0,4,0,0,2,0,2,2,0,0,0,2,2,4,2,3,0,17cm,41,58,500years,2,0
b53a8f23,rinki,8,1,500years,55,chotu,19.29090237,52,74.2,,69,95,105,chotu,2,1,54,chotu,0,0,,,,,0,0,18,1,16,1,10,1,chotu,2,3.25493,19.293,1092.55,1638.83,18.2738,58.6342,15.2457,4.04733,15.5658,2,28.8572,11.5031,55.3792,33.316,47.131,,,,,chotu,4,4,4,0,4,0,0,0,2,2,4,0,4,0,4,4,4,4,4,2,chotu,42,59,rinki,2,2
c662db2f,500years,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1e7dd854,chotu,11,1,500years,70,chotu,17.97872303,53.5,73.2,26,64,89,110,,,,,chotu,13,0,15.2,2,14.3,2,12,1,12,1,12,1,10.5,1,chotu,4,3.37189,17.3269,1092.31,2075.38,18.5561,58.6081,13.8729,3.454,14.5919,1,26.0655,13.9864,55.2362,24.368,44.6216,,,500years,2.22,chotu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,39,55,chotu,0,0
53faf893,chotu,7,1,500years,72,chotu,15.94706994,46,48,22,69,89,121,,,,,chotu,4,1,,,,,6,1,10.5,1,11,1,10,1,chotu,2,2.20892,15.9488,931.059,1396.59,10.6968,41.433,13.7668,2.18201,6.56703,1,20.1967,10.5395,39.2241,15.621,30.8934,,,,,chotu,4,2,2,0,3,0,0,2,0,2,2,0,1,0,1,1,1,2,1,0,chotu,30,43,chotu,0,0
3d736110,rinki,15,1,,,chotu,22.89636109,65.75,140.8,,71,87,143,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.67,,,chotu,3,2,2,1,5,2,1,1,2,3,2,0,0,2,1,1,2,2,0,0,chotu,46,64,rinki,0,1
b3dade53,500years,12,0,rinki,59,17cm,14.81358661,59.5,74.6,,74,63,106,,,,,17cm,21,1,12,1,12.7,1,6,0,7,0,7,0,7,0,17cm,3,3.58691,14.8152,1152.45,1959.16,16.4355,65.0138,12.9114,1.90377,9.58617,1,30.161,18.4173,61.4269,25.7468,46.5965,,,500years,3.17,17cm,5,5,5,0,5,4,1,4,1,4,4,0,5,2,5,5,4,5,4,4,17cm,56,77,17cm,,2
eeedcd5e,500years,18,1,rinki,41,500years,19.9933927,59,99,,50,63,87,,,,,500years,6,0,17.1,1,20.5,2,1,0,16,1,12,1,8,0,,,,,,,,,,,,,,,,,,500years,1.56,,,500years,0,4,5,0,5,0,0,5,4,0,5,0,0,5,4,0,5,0,0,3,,,,500years,3,1
ee67eb55,chotu,9,1,500years,83,chotu,30.45074757,41.5,74.6,,60,76,94,chotu,4,6,46,chotu,15,1,,,,,2,0,7,0,6,0,12,1,500years,2,1.825,30.4541,924.718,1387.08,11.1902,40.7576,16.6386,13.8155,33.8424,1,20.0331,9.53437,38.9326,15.7373,31.2233,,,chotu,1.14,chotu,2,1,2,0,2,1,0,1,1,2,2,0,1,0,2,1,2,1,1,1,chotu,44,62,chotu,0,0
b397a73e,17cm,7,0,rinki,85,rinki,15.78488004,47,49.6,,74,90,133,rinki,5,8,59,rinki,6,1,,,,,2,0,19,1,18,1,10,1,rinki,5,6.78352,15.7866,932.625,2238.3,5.91329,41.5998,13.2403,2.54629,8.00021,1,24.4808,11.2057,34.8163,26.6232,30.3941,,,,,rinki,3,4,4,2,3,2,1,2,2,2,2,1,2,1,2,1,3,2,2,1,rinki,40,56,17cm,1,1
d4d9f7f9,rinki,8,1,chotu,58,rinki,29.3783284,52,113,,86,99,114,rinki,2,1,38,rinki,2,0,,,,,0,0,13,1,12,1,10,1,rinki,2,3.31608,29.3815,1166.33,1749.5,23.181,66.493,17.2891,12.0925,46.507,3,29.7917,13.5202,63.1769,31.4096,52.9728,,,,,rinki,2,0,2,0,1,0,0,0,0,0,3,0,3,0,0,2,0,2,0,0,rinki,39,55,rinki,0,0
d26d62f3,500years,14,1,,,17cm,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dafc5c2f,17cm,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,2.18,,,,,,,,,,,,,,,,,,,,,,,,,17cm,3,
fe7c87e2,chotu,13,0,500years,,500years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500years,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,
7106a387,rinki,11,1,,,chotu,,,,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,rinki,29,42,,,0
a2ef812e,chotu,13,0,,,17cm,,,,,,,,,,,,17cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,2.03,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,
71850348,17cm,8,1,chotu,63,rinki,15.52623517,54.5,65.6,,77,99,107,rinki,5,7,20,rinki,15,1,,,,,2,0,11,1,12,1,11,1,chotu,1,3.49432,15.5279,1099.15,1428.89,17.372,59.3368,14.0454,1.48255,6.26324,1,28.9989,12.9659,55.8424,35.6152,46.3708,,,rinki,2.54,rinki,2,2,2,0,1,1,0,1,1,1,1,0,1,1,1,1,2,1,1,1,rinki,49,68,rinki,0,0
83846d0c,chotu,6,0,500years,70,chotu,15.87952941,42.5,40.8,,83,84,105,chotu,,,,500years,,,,,,,,,,,,,,,500years,2,2.21364,15.8813,863.668,1381.87,4.74897,34.255,13.3336,2.54762,6.54501,1,20.6762,8.82987,32.0414,14.4987,25.4251,,,,,chotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,chotu,45,63,chotu,0,0
14b8dd2a,500years,12,0,,,500years,25.29136095,65,152,34,120,94,139,,,,,500years,30,1,26.2,2,28.8,2,13,1,0,0,4,0,9,1,17cm,5,5.46945,25.2608,1465.06,3516.16,28.1051,98.3117,16.3599,8.90092,53.4883,3,43.1025,27.1041,92.8422,43.5129,71.2076,,,500years,4.04,500years,3,2,3,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,500years,27,40,500years,0,0
f220a837,17cm,12,0,chotu,70,rinki,21.75233058,55,93.6,,81,101,115,,,,,rinki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rinki,2.73,rinki,3,2,2,2,3,1,1,1,2,4,3,0,1,1,1,2,2,1,1,4,rinki,27,40,17cm,3,1
d6c6baa5,chotu,17,1,chotu,80,17cm,23.7197824,62.5,131.8,,62,97,137,,,,,,,,,,,,,,,,,,,,500years,1,3.5194,23.9133,1258.61,1636.19,16.9494,76.3212,13.8474,10.0659,55.4788,2,25.4968,33.8749,72.8018,46.0271,42.4463,500years,1.7,,,500years,0,3,3,0,2,2,1,0,0,0,3,0,0,0,2,0,0,0,0,0,500years,35,50,chotu,2,0
518e5ae6,rinki,8,0,chotu,42,chotu,15.67099087,46.5,48.2,23,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,32,46,rinki,0,0
673a7e2a,rinki,7,0,chotu,78,rinki,16.87731569,46,50.8,20,61,73,109,,,,,rinki,2,1,,,,,1,0,8.5,1,12.5,1,6.5,1,chotu,3,2.53905,16.8792,924.585,1571.79,7.51565,40.7435,13.5377,3.34146,10.0565,1,22.2037,11.0241,38.2044,14.8007,29.7193,,,,,chotu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chotu,38,54,rinki,0,0
20df4cab,chotu,6,1,500years,60,500years,14.54035088,42.75,37.8,,65,52,91,500years,2,2,30,500years,0,0,,,,,0,0,10,1,7,0,4,0,500years,3,10.0618,14.2077,886.779,1418.85,7.91575,36.7166,13.8005,0.4072,1.08337,1,19.5575,9.24335,26.6548,17.4056,27.4733,,,,,500years,4,0,3,0,2,1,0,0,0,1,2,0,1,0,2,2,2,2,1,2,500years,46,64,chotu,0,0
9692f443,chotu,12,0,,,chotu,21.32628555,59,105.6,30,55,77,94,,,,,500years,4,0,15.3,2,13.1,2,0,0,3.5,0,4.5,0,10,1,500years,3,4.41607,21.3286,1251.9,2128.24,20.5743,75.6073,15.2708,6.05779,29.9927,2,35.2525,19.7805,71.1912,32.4308,55.8268,,,500years,2.529,,,,,,,,,,,,,,,,,,,,,,,,,chotu,0,
9d39f0da,chotu,12,0,500years,70,chotu,19.78787721,62,108.2,,61,74,126,chotu,5,8,5,chotu,15,1,19.7,2,20.9,2,0,0,5,0,5,0,8,0,chotu,2,3.28485,19.79,1326.48,2122.37,23.6432,83.5506,15.2816,4.50843,24.6494,2,38.4348,21.4726,80.2658,37.8135,62.078,,,500years,2.12,chotu,5,4,5,1,4,3,2,2,3,4,3,0,4,1,4,5,5,4,5,4,chotu,31,45,chotu,0,2
9fbc09a6,500years,6,0,rinki,63,17cm,17.26568,50,61.4,,64,65,101,17cm,5,7,23,500years,2,1,,,,,0,0,8,1,7,0,12,1,17cm,3,3.90342,17.2676,1016.89,1728.71,12.6871,50.5751,14.2233,3.04429,10.8249,1,26.7232,11.1648,46.6717,19.576,39.4103,,,,,17cm,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17cm,28,41,500years,2,0
8f9c03c6,17cm,7,1,17cm,65,17cm,14.52378472,48,47.6,,60,89,109,,,,,17cm,19,1,,,,,30,1,11,1,10,1,13,1,rinki,3,2.36321,14.5254,952.811,1524.5,10.4816,43.7499,13.3505,1.17487,3.85009,1,20.8864,12.3819,41.3867,19.0701,31.368,,,,,rinki,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,rinki,34,49,17cm,0,0
be26335a,17cm,13,0,chotu,75,17cm,17.57362362,56.5,79.8,,77,106,117,,,,,17cm,50,1,18.6,1,25.1,2,22,1,13,1,10.5,1,8,0,,,,,,,,,,,,,,,,,,,,17cm,0.88,17cm,3,3,3,3,4,1,1,1,1,1,1,1,3,2,2,2,3,2,3,2,17cm,38,54,17cm,2,1
4b51db3e,17cm,7,0,,,17cm,19.9652,50,71,26,90,67,131,,,,,17cm,0,0,,,,,0,0,6,0,8,1,7,1,17cm,2,3.06526,19.9674,1026.67,1642.67,11.7153,51.6166,14.5162,5.45121,19.3834,2,26.8599,13.0414,48.5513,21.2262,38.5752,,,,,17cm,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,17cm,35,50,17cm,0,0
f848f42b,rinki,7,1,17cm,70,chotu,,,0,,,,,,,,,chotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17cm,5,5,3,1,3,3,0,2,1,3,2,1,2,1,3,5,2,4,1,1,chotu,44,62,rinki,2,1
c45068a1,rinki,15,0,500years,68,chotu,18.86868639,65,113.4,,67,84,106,,,,,chotu,26,1,27.7,1,25.3,2,25,1,5.5,0,4.5,0,8,0,chotu,3,5.88733,18.8707,1450.95,2466.61,28.9311,96.8081,16.1097,2.76103,16.5919,1,43.8501,24.027,90.9208,46.4897,72.7812,chotu,1.49,,,chotu,1,4,3,0,3,2,2,2,2,1,4,0,1,1,2,0,3,1,1,0,chotu,37,53,chotu,1,1
39697713,rinki,10,0,,,chotu,16.01169591,57,74,,57,101,123,,,,,chotu,20,1,14.5,2,16.2,2,4,0,0,0,0,0,10,1,chotu,,,,,,,,,,,,,,,,,,,chotu,1.899,,,,,,,,,,,,,,,,,,,,,,,,,rinki,0,
707c82c4,chotu,6,0,500years,51,chotu,17.0108642,45,49,,92,69,147,,,,,chotu,2,1,,,,,0,0,8,1,9,1,4,0,500years,2,2.55242,20.1028,936.713,1498.74,8.6867,42.0352,14.5946,5.50822,15.8648,1,24.1066,9.24193,39.4828,17.2813,32.7933,,,,,chotu,4,4,4,0,5,1,0,3,0,2,4,0,4,4,4,3,2,2,2,1,chotu,42,59,chotu,1,1
87b78ee3,rinki,11,0,500years,48,rinki,24.89695376,58.5,121.2,32,66,63,104,,,,,rinki,4,0,18.4,2,15,2,0,0,11.5,1,10.5,1,11.5,1,chotu,1,4.50386,24.8997,1311.65,1705.15,23.3499,81.9714,16.8404,8.05923,39.2286,2,38.1661,20.4555,77.4676,35.8143,61.5159,,,chotu,1.87,chotu,4,5,5,0,4,4,0,2,2,2,3,0,2,2,2,3,3,2,5,3,chotu,70,95,rinki,0,2
